274191	2025-05-19T15:50:29.532	14	14	5	1	274	Ref_EnrRef_Enr	0	274190	0
274193	2025-05-19T15:50:29.532	14	14	5	1	227	Ref_Enr;57;1Ref_Enr;57;1	0	274192	0
274195	2025-05-19T15:50:29.532	14	14	5	1	274	Ref_EnrRef_Enr	0	274194	0
274197	2025-05-19T15:50:29.532	14	14	5	1	274	Ref_Enr2Ref_Enr2	0	274196	0
274199	2025-05-19T15:50:29.532	14	14	5	1	227	Ref_Enr2;57;1Ref_Enr2;57;1	0	274198	0
274201	2025-05-19T15:50:29.532	14	14	5	1	274	Ref_Enr2Ref_Enr2	0	274200	0
274203	2025-05-19T15:50:29.532	14	14	5	1	243	[Cave][Cave]	0	274202	0
274204	2025-05-19T15:50:29.532	14	14	5	2	SVG_New_embedded_image		20		
274205	2025-05-19T15:50:29.532	14	14	6	2	Compiler_SVG		20		
274207	2025-05-19T15:50:29.532	14	14	7	1	1525		0	274206	0
274209	2025-05-19T15:50:29.532	14	14	7	1	1525		0	274208	0
274210	2025-05-19T15:50:29.532	14	14	7	2	SVG_SET_OPTIONS		20		
274212	2025-05-19T15:50:29.532	14	14	8	1	1525		0	274211	0
274214	2025-05-19T15:50:29.532	14	14	8	1	1525		0	274213	0
274216	2025-05-19T15:50:29.532	14	14	8	1	1525		0	274215	0
274218	2025-05-19T15:50:29.532	14	14	8	1	1525		0	274217	0
274220	2025-05-19T15:50:29.532	14	14	8	1	1131	Vrai;*Vrai;*	0	274219	0
274221	2025-05-19T15:50:29.532	14	14	7	2	SVG_SET_OPTIONS		20	274210	10
274222	2025-05-19T15:50:29.532	14	14	6	2	Compiler_SVG		20	274205	16
274224	2025-05-19T15:50:29.532	14	14	6	1	222	n/a;0n/a;0	0	274223	0
274226	2025-05-19T15:50:29.532	14	14	6	1	1406	7 558 octets;n/a7 558 octets;n/a	0	274225	1
274228	2025-05-19T15:50:29.532	14	14	6	1	274	n/an/a	0	274227	0
274230	2025-05-19T15:50:29.532	14	14	6	1	1472	".heic";".svg";".png";".jpeg";".tiff";".gif";".bmp";".pdf";".emf"".heic";".svg";".png";".jpeg";".tiff";".gif";".bmp";".pdf";".emf"	0	274229	1
274232	2025-05-19T15:50:29.532	14	14	6	1	230	n/a;".heic"n/a;".heic"	0	274231	0
274234	2025-05-19T15:50:29.532	14	14	6	1	230	n/a;".svg"n/a;".svg"	0	274233	0
274236	2025-05-19T15:50:29.532	14	14	6	1	230	n/a;".png"n/a;".png"	0	274235	0
274237	2025-05-19T15:50:29.532	14	14	6	2	xml_referenceValid		20		
274239	2025-05-19T15:50:29.532	14	14	7	1	704		0	274238	0
274241	2025-05-19T15:50:29.532	14	14	7	1	155	"xml_noError""xml_noError"	0	274240	0
274243	2025-05-19T15:50:29.532	14	14	7	1	1053	"000000010E4745700000000164E5B608""000000010E4745700000000164E5B608"	0	274242	0
274245	2025-05-19T15:50:29.532	14	14	7	1	155	""""	0	274244	0
274246	2025-05-19T15:50:29.532	14	14	6	2	xml_referenceValid		20	274237	8
274248	2025-05-19T15:50:29.532	14	14	6	1	991	"error_badReference""error_badReference"	0	274247	1
274250	2025-05-19T15:50:29.532	14	14	6	1	1132	Vrai;""Vrai;""	0	274249	0
274252	2025-05-19T15:50:29.532	14	14	6	1	684		0	274251	0
274253	2025-05-19T15:50:29.532	14	14	6	2	Component_errorHandler		20		
274255	2025-05-19T15:50:29.532	14	14	7	1	1525		0	274254	0
274256	2025-05-19T15:50:29.532	14	14	6	2	Component_errorHandler		20	274253	3
274258	2025-05-19T15:50:29.532	14	14	6	1	356	7 558 octets7 558 octets	0	274257	0
274260	2025-05-19T15:50:29.532	14	14	6	1	457	7 558 octets;n/a;n/a7 558 octets;n/a;n/a	0	274259	0
274262	2025-05-19T15:50:29.532	14	14	6	1	692	7 558 octets;n/a;".png"7 558 octets;n/a;".png"	0	274261	2
274264	2025-05-19T15:50:29.532	14	14	6	1	895	n/a;n/an/a;n/a	0	274263	13
274266	2025-05-19T15:50:29.532	14	14	6	1	606	n/a;0n/a;0	0	274265	0
274268	2025-05-19T15:50:29.532	14	14	6	1	1053	"000000010E4745700000000164E5B608""000000010E4745700000000164E5B608"	0	274267	0
274270	2025-05-19T15:50:29.532	14	14	6	1	866	"000000010E4745700000000164E5B608";"xmlns:xlink";"http://www.w3.org/1999/xlink""000000010E4745700000000164E5B608";"xmlns:xlink";"http://www.w3.org/1999/xlink"	0	274269	2
274272	2025-05-19T15:50:29.532	14	14	6	1	233	".png";".";""".png";".";""	0	274271	0
274274	2025-05-19T15:50:29.532	14	14	6	1	865	"000000010E4745700000000164E5B608";"image";"xlink:href";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAG4AAABuCAIAAABJObGsAAAACXBIWXMAAAsTAAALEwEAmpwYAAAK...";"x";20;"y";2255;"width";110;"height";110"000000010E4745700000000164E5B608";"image";"xlink:href";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAG4AAABuCAIAAABJObGsAAAACXBIWXMAAAsTAAALEwEAmpwYAAAK...";"x";20;"y";2255;"width";110;"height";110	0	274273	13
274276	2025-05-19T15:50:29.533	14	14	6	1	1525		0	274275	0
274277	2025-05-19T15:50:29.533	14	14	5	2	SVG_New_embedded_image		20	274204	138
274279	2025-05-19T15:50:29.533	14	14	5	1	274	Ref_SvgRef_Svg	0	274278	0
274281	2025-05-19T15:50:29.533	14	14	5	1	227	Ref_Svg;57;1Ref_Svg;57;1	0	274280	0
274283	2025-05-19T15:50:29.533	14	14	5	1	274	Ref_SvgRef_Svg	0	274282	0
274284	2025-05-19T15:50:29.533	14	14	5	2	SVG_New_textArea		20		
274285	2025-05-19T15:50:29.533	14	14	6	2	Compiler_SVG		20		
274287	2025-05-19T15:50:29.533	14	14	7	1	1525		0	274286	0
274289	2025-05-19T15:50:29.533	14	14	7	1	1525		0	274288	0
274290	2025-05-19T15:50:29.533	14	14	7	2	SVG_SET_OPTIONS		20		
274292	2025-05-19T15:50:29.533	14	14	8	1	1525		0	274291	0
274294	2025-05-19T15:50:29.533	14	14	8	1	1525		0	274293	0
274296	2025-05-19T15:50:29.533	14	14	8	1	1525		0	274295	0
274298	2025-05-19T15:50:29.533	14	14	8	1	1525		0	274297	0
274300	2025-05-19T15:50:29.533	14	14	8	1	1131	Vrai;*Vrai;*	0	274299	0
274301	2025-05-19T15:50:29.533	14	14	7	2	SVG_SET_OPTIONS		20	274290	10
274302	2025-05-19T15:50:29.533	14	14	6	2	Compiler_SVG		20	274285	16
274304	2025-05-19T15:50:29.533	14	14	6	1	1525		0	274303	0
274306	2025-05-19T15:50:29.533	14	14	6	1	15	"{";"Arial""{";"Arial"	0	274305	0
274307	2025-05-19T15:50:29.533	14	14	6	2	xml_referenceValid		20		
274309	2025-05-19T15:50:29.533	14	14	7	1	704		0	274308	0
274311	2025-05-19T15:50:29.533	14	14	7	1	155	"xml_noError""xml_noError"	0	274310	0
274313	2025-05-19T15:50:29.533	14	14	7	1	1053	"000000010E4745700000000164E5B608""000000010E4745700000000164E5B608"	0	274312	0
274315	2025-05-19T15:50:29.533	14	14	7	1	155	""""	0	274314	0
274316	2025-05-19T15:50:29.533	14	14	6	2	xml_referenceValid		20	274307	10
274318	2025-05-19T15:50:29.533	14	14	6	1	991	"error_badReference""error_badReference"	0	274317	1
274320	2025-05-19T15:50:29.533	14	14	6	1	1132	Vrai;""Vrai;""	0	274319	0
274321	2025-05-19T15:50:29.533	14	14	6	2	Component_errorHandler		20		
274323	2025-05-19T15:50:29.533	14	14	7	1	1525		0	274322	0
274324	2025-05-19T15:50:29.533	14	14	6	2	Component_errorHandler		20	274321	3
274326	2025-05-19T15:50:29.533	14	14	6	1	233	"Saint Vincent 1989";"\r\n";"\r""Saint Vincent 1989";"\r\n";"\r"	0	274325	2
274327	2025-05-19T15:50:29.533	14	14	6	2	str_styledText		20		
274329	2025-05-19T15:50:29.533	14	14	7	1	1132	Vrai;"Missing parameter"Vrai;"Missing parameter"	0	274328	0
274331	2025-05-19T15:50:29.533	14	14	7	1	233	"Saint Vincent 1989";"\n";"""Saint Vincent 1989";"\n";""	0	274330	0
274333	2025-05-19T15:50:29.533	14	14	7	1	1019	"(?i-ms)<span [^>]*>";"Saint Vincent 1989";1"(?i-ms)<span [^>]*>";"Saint Vincent 1989";1	0	274332	8
274334	2025-05-19T15:50:29.533	14	14	6	2	str_styledText		20	274327	21
274336	2025-05-19T15:50:29.533	14	14	6	1	865	"000000010E4745700000000164E5B608";"textArea""000000010E4745700000000164E5B608";"textArea"	0	274335	3
274338	2025-05-19T15:50:29.533	14	14	6	1	15	"\r";"Saint Vincent 1989""\r";"Saint Vincent 1989"	0	274337	0
274340	2025-05-19T15:50:29.533	14	14	6	1	15	"\n";"Saint Vincent 1989""\n";"Saint Vincent 1989"	0	274339	0
274342	2025-05-19T15:50:29.533	14	14	6	1	1080	"000000010E474570000000011BD77E10";6;"Saint Vincent 1989""000000010E474570000000011BD77E10";6;"Saint Vincent 1989"	0	274341	1
274344	2025-05-19T15:50:29.533	14	14	6	1	866	"000000010E474570000000011BD77E10";"x";25;"y";2367"000000010E474570000000011BD77E10";"x";25;"y";2367	0	274343	2
274346	2025-05-19T15:50:29.533	14	14	6	1	866	"000000010E474570000000011BD77E10";"width";100"000000010E474570000000011BD77E10";"width";100	0	274345	1
274348	2025-05-19T15:50:29.533	14	14	6	1	866	"000000010E474570000000011BD77E10";"height";22"000000010E474570000000011BD77E10";"height";22	0	274347	1
274349	2025-05-19T15:50:29.533	14	14	6	2	fontReplaceArial		20		
274351	2025-05-19T15:50:29.533	14	14	7	1	221	n/a;0n/a;0	0	274350	0
274353	2025-05-19T15:50:29.533	14	14	7	1	221	n/a;0n/a;0	0	274352	0
274355	2025-05-19T15:50:29.533	14	14	7	1	1525		0	274354	0
274357	2025-05-19T15:50:29.533	14	14	7	1	15	"Arial";"Arial""Arial";"Arial"	0	274356	1
274359	2025-05-19T15:50:29.533	14	14	7	1	1019	"(?m-si)(?:(,*)[[:blank:]]*'?(Arial(?:'?)))(?:(,)|$)";"Arial";1;n/a;n/a"(?m-si)(?:(,*)[[:blank:]]*'?(Arial(?:'?)))(?:(,)|$)";"Arial";1;n/a;n/a	0	274358	18
274361	2025-05-19T15:50:29.533	14	14	7	1	12	"Arial";1;0"Arial";1;0	0	274360	0
274363	2025-05-19T15:50:29.533	14	14	7	1	12	"Arial";-1;0"Arial";-1;0	0	274362	0
274364	2025-05-19T15:50:29.533	14	14	7	2	Rgx_SubstituteText		20		
274366	2025-05-19T15:50:29.533	14	14	8	1	221	n/a;0n/a;0	0	274365	0
274368	2025-05-19T15:50:29.533	14	14	8	1	221	n/a;0n/a;0	0	274367	0
274370	2025-05-19T15:50:29.533	14	14	8	1	221	n/a;0n/a;0	0	274369	0
274372	2025-05-19T15:50:29.533	14	14	8	1	221	n/a;0n/a;0	0	274371	0
274374	2025-05-19T15:50:29.533	14	14	8	1	221	n/a;0n/a;0	0	274373	0
274376	2025-05-19T15:50:29.533	14	14	8	1	222	n/a;0n/a;0	0	274375	0
274378	2025-05-19T15:50:29.533	14	14	8	2	rgx_Options		20	274377	0
274380	2025-05-19T15:50:29.533	14	14	8	1	704		0	274379	0
274382	2025-05-19T15:50:29.533	14	14	8	1	155	"rgx_NO_ERROR""rgx_NO_ERROR"	0	274381	0
274384	2025-05-19T15:50:29.533	14	14	8	1	1019	"(?m-si)(?:(,*)[[:blank:]]*'?(Arial(?:'?)))(?:(,)|$)";"Arial";1;n/a;n/a"(?m-si)(?:(,*)[[:blank:]]*'?(Arial(?:'?)))(?:(,)|$)";"Arial";1;n/a;n/a	0	274383	1
274386	2025-05-19T15:50:29.533	14	14	8	1	274	n/an/a	0	274385	0
274388	2025-05-19T15:50:29.533	14	14	8	1	12	"Arial";1;5"Arial";1;5	0	274387	0
274390	2025-05-19T15:50:29.533	14	14	8	1	911	n/a;"Arial"n/a;"Arial"	0	274389	0
274392	2025-05-19T15:50:29.533	14	14	8	1	911	n/a;1n/a;1	0	274391	0
274394	2025-05-19T15:50:29.533	14	14	8	1	911	n/a;5n/a;5	0	274393	0
274396	2025-05-19T15:50:29.533	14	14	8	1	911	n/a;0n/a;0	0	274395	0
274398	2025-05-19T15:50:29.533	14	14	8	1	12	"Arial";1;0"Arial";1;0	0	274397	0
274400	2025-05-19T15:50:29.533	14	14	8	1	274	n/an/a	0	274399	0
274402	2025-05-19T15:50:29.533	14	14	8	1	232	"Arial";1;5"Arial";1;5	0	274401	0
274404	2025-05-19T15:50:29.533	14	14	8	1	231	"";"'Arial Unicode MS','Arial'";1"";"'Arial Unicode MS','Arial'";1	0	274403	0
274406	2025-05-19T15:50:29.533	14	14	8	1	155	""""	0	274405	0
274407	2025-05-19T15:50:29.533	14	14	7	2	Rgx_SubstituteText		20	274364	51
274409	2025-05-19T15:50:29.533	14	14	7	1	222	n/a;0n/a;0	0	274408	0
274410	2025-05-19T15:50:29.533	14	14	7	2	Rgx_SplitText		20		
274412	2025-05-19T15:50:29.533	14	14	8	1	221	n/a;0n/a;0	0	274411	0
274414	2025-05-19T15:50:29.533	14	14	8	1	221	n/a;0n/a;0	0	274413	0
274416	2025-05-19T15:50:29.533	14	14	8	2	rgx_Options		20	274415	0
274418	2025-05-19T15:50:29.533	14	14	8	1	274	n/an/a	0	274417	0
274420	2025-05-19T15:50:29.533	14	14	8	1	704		0	274419	0
274422	2025-05-19T15:50:29.533	14	14	8	1	155	"rgx_NO_ERROR""rgx_NO_ERROR"	0	274421	0
274424	2025-05-19T15:50:29.533	14	14	8	1	1019	", *";"'Arial Unicode MS','Arial'";1;n/a;n/a", *";"'Arial Unicode MS','Arial'";1;n/a;n/a	0	274423	5
274426	2025-05-19T15:50:29.533	14	14	8	1	274	n/an/a	0	274425	0
274428	2025-05-19T15:50:29.533	14	14	8	1	12	"'Arial Unicode MS','Arial'";1;18"'Arial Unicode MS','Arial'";1;18	0	274427	0
274430	2025-05-19T15:50:29.533	14	14	8	1	911	n/a;"'Arial Unicode MS'"n/a;"'Arial Unicode MS'"	0	274429	0
274432	2025-05-19T15:50:29.533	14	14	8	1	1019	", *";"'Arial Unicode MS','Arial'";20;n/a;n/a", *";"'Arial Unicode MS','Arial'";20;n/a;n/a	0	274431	1
274434	2025-05-19T15:50:29.533	14	14	8	1	12	"'Arial Unicode MS','Arial'";20"'Arial Unicode MS','Arial'";20	0	274433	0
274436	2025-05-19T15:50:29.533	14	14	8	1	911	n/a;"'Arial'"n/a;"'Arial'"	0	274435	0
274438	2025-05-19T15:50:29.533	14	14	8	1	155	""""	0	274437	0
274439	2025-05-19T15:50:29.533	14	14	7	2	Rgx_SplitText		20	274410	40
274441	2025-05-19T15:50:29.533	14	14	7	1	274	n/an/a	0	274440	0
274443	2025-05-19T15:50:29.533	14	14	7	1	233	"'Arial Unicode MS'";"'";"""'Arial Unicode MS'";"'";""	0	274442	1
274445	2025-05-19T15:50:29.533	14	14	7	1	11	VraiVrai	0	274444	0
274447	2025-05-19T15:50:29.533	14	14	7	1	233	"'Arial'";"'";"""'Arial'";"'";""	0	274446	1
274449	2025-05-19T15:50:29.533	14	14	7	1	11	FauxFaux	0	274448	0
274450	2025-05-19T15:50:29.533	14	14	6	2	fontReplaceArial		20	274349	152
274452	2025-05-19T15:50:29.533	14	14	6	1	866	"000000010E474570000000011BD77E10";"font-family";"'Arial Unicode MS','Arial'""000000010E474570000000011BD77E10";"font-family";"'Arial Unicode MS','Arial'"	0	274451	1
274453	2025-05-19T15:50:29.533	14	14	6	2	setFontStyles		20		
274455	2025-05-19T15:50:29.533	14	14	7	1	866	"000000010E474570000000011BD77E10";"font-weight";"bold""000000010E474570000000011BD77E10";"font-weight";"bold"	0	274454	1
274457	2025-05-19T15:50:29.533	14	14	7	1	1472		0	274456	0
274458	2025-05-19T15:50:29.533	14	14	6	2	setFontStyles		20	274453	7
274460	2025-05-19T15:50:29.533	14	14	6	1	866	"000000010E474570000000011BD77E10";"font-size";10"000000010E474570000000011BD77E10";"font-size";10	0	274459	1
274462	2025-05-19T15:50:29.533	14	14	6	1	866	"000000010E474570000000011BD77E10";"text-align";"center""000000010E474570000000011BD77E10";"text-align";"center"	0	274461	1
274464	2025-05-19T15:50:29.533	14	14	6	1	1525		0	274463	0
274465	2025-05-19T15:50:29.533	14	14	6	2	Component_errorHandler		20		
274467	2025-05-19T15:50:29.533	14	14	7	1	704		0	274466	0
274469	2025-05-19T15:50:29.533	14	14	7	1	1525		0	274468	0
274471	2025-05-19T15:50:29.533	14	14	7	1	10	""""	0	274470	0
274473	2025-05-19T15:50:29.533	14	14	7	1	155	""""	0	274472	0
274475	2025-05-19T15:50:29.533	14	14	7	1	1525		0	274474	0
274477	2025-05-19T15:50:29.533	14	14	7	1	1525		0	274476	0
274478	2025-05-19T15:50:29.533	14	14	6	2	Component_errorHandler		20	274465	12
274480	2025-05-19T15:50:29.533	14	14	6	1	1129	Vrai;"Component_errorHandler("deinit")"Vrai;"Component_errorHandler("deinit")"	0	274479	0
274481	2025-05-19T15:50:29.533	14	14	5	2	SVG_New_textArea		20	274284	310
274483	2025-05-19T15:50:29.533	14	14	5	1	51	[Cave][Cave]	0	274482	6
274485	2025-05-19T15:50:29.533	14	14	5	1	36	[Cave][Cave]	0	274484	0
274487	2025-05-19T15:50:29.533	14	14	5	1	286	$Img$Img	0	274486	0
274489	2025-05-19T15:50:29.535	14	14	5	1	457	5 094 Ko;$LargIm;$HautIm5 094 Ko;$LargIm;$HautIm	0	274488	2050
274491	2025-05-19T15:50:29.535	14	14	5	1	10	"null""null"	0	274490	0
274493	2025-05-19T15:50:29.535	14	14	5	1	1002	$img;"TIF"$img;"TIF"	0	274492	7
274495	2025-05-19T15:50:29.535	14	14	5	1	457	5 094 Ko;$LargIm;$HautIm5 094 Ko;$LargIm;$HautIm	0	274494	0
274497	2025-05-19T15:50:29.535	14	14	5	1	8	5,0000001750895,000000175089	0	274496	0
274498	2025-05-19T15:50:29.535	14	14	5	2	SVG_New_embedded_image		20		
274499	2025-05-19T15:50:29.535	14	14	6	2	Compiler_SVG		20		
274501	2025-05-19T15:50:29.535	14	14	7	1	1525		0	274500	0
274503	2025-05-19T15:50:29.535	14	14	7	1	1525		0	274502	0
274504	2025-05-19T15:50:29.535	14	14	7	2	SVG_SET_OPTIONS		20		
274506	2025-05-19T15:50:29.535	14	14	8	1	1525		0	274505	0
274508	2025-05-19T15:50:29.535	14	14	8	1	1525		0	274507	0
274510	2025-05-19T15:50:29.535	14	14	8	1	1525		0	274509	0
274512	2025-05-19T15:50:29.535	14	14	8	1	1525		0	274511	0
274514	2025-05-19T15:50:29.535	14	14	8	1	1131	Vrai;*Vrai;*	0	274513	0
274515	2025-05-19T15:50:29.535	14	14	7	2	SVG_SET_OPTIONS		20	274504	16
274516	2025-05-19T15:50:29.535	14	14	6	2	Compiler_SVG		20	274499	23
274518	2025-05-19T15:50:29.535	14	14	6	1	222	n/a;0n/a;0	0	274517	0
274520	2025-05-19T15:50:29.535	14	14	6	1	1406	9 073 octets;n/a9 073 octets;n/a	0	274519	1
274522	2025-05-19T15:50:29.535	14	14	6	1	274	n/an/a	0	274521	0
274524	2025-05-19T15:50:29.535	14	14	6	1	1472	".heic";".svg";".png";".jpeg";".tiff";".gif";".bmp";".pdf";".emf"".heic";".svg";".png";".jpeg";".tiff";".gif";".bmp";".pdf";".emf"	0	274523	1
274526	2025-05-19T15:50:29.535	14	14	6	1	230	n/a;".heic"n/a;".heic"	0	274525	0
274528	2025-05-19T15:50:29.535	14	14	6	1	230	n/a;".svg"n/a;".svg"	0	274527	0
274530	2025-05-19T15:50:29.535	14	14	6	1	230	n/a;".png"n/a;".png"	0	274529	0
274531	2025-05-19T15:50:29.535	14	14	6	2	xml_referenceValid		20		
274533	2025-05-19T15:50:29.535	14	14	7	1	704		0	274532	0
274535	2025-05-19T15:50:29.535	14	14	7	1	155	"xml_noError""xml_noError"	0	274534	0
274537	2025-05-19T15:50:29.535	14	14	7	1	1053	"000000010E4745700000000164E5B608""000000010E4745700000000164E5B608"	0	274536	0
274539	2025-05-19T15:50:29.535	14	14	7	1	155	""""	0	274538	0
274540	2025-05-19T15:50:29.535	14	14	6	2	xml_referenceValid		20	274531	8
274542	2025-05-19T15:50:29.535	14	14	6	1	991	"error_badReference""error_badReference"	0	274541	1
274544	2025-05-19T15:50:29.535	14	14	6	1	1132	Vrai;""Vrai;""	0	274543	0
274546	2025-05-19T15:50:29.535	14	14	6	1	684		0	274545	0
274547	2025-05-19T15:50:29.535	14	14	6	2	Component_errorHandler		20		
274549	2025-05-19T15:50:29.535	14	14	7	1	1525		0	274548	0
274550	2025-05-19T15:50:29.535	14	14	6	2	Component_errorHandler		20	274547	3
274552	2025-05-19T15:50:29.535	14	14	6	1	356	9 073 octets9 073 octets	0	274551	0
274554	2025-05-19T15:50:29.535	14	14	6	1	457	9 073 octets;n/a;n/a9 073 octets;n/a;n/a	0	274553	0
274556	2025-05-19T15:50:29.535	14	14	6	1	692	9 073 octets;n/a;".png"9 073 octets;n/a;".png"	0	274555	2
274558	2025-05-19T15:50:29.535	14	14	6	1	895	n/a;n/an/a;n/a	0	274557	15
274560	2025-05-19T15:50:29.535	14	14	6	1	606	n/a;0n/a;0	0	274559	0
274562	2025-05-19T15:50:29.535	14	14	6	1	1053	"000000010E4745700000000164E5B608""000000010E4745700000000164E5B608"	0	274561	0
274564	2025-05-19T15:50:29.535	14	14	6	1	866	"000000010E4745700000000164E5B608";"xmlns:xlink";"http://www.w3.org/1999/xlink""000000010E4745700000000164E5B608";"xmlns:xlink";"http://www.w3.org/1999/xlink"	0	274563	3
274566	2025-05-19T15:50:29.535	14	14	6	1	233	".png";".";""".png";".";""	0	274565	0
274568	2025-05-19T15:50:29.535	14	14	6	1	865	"000000010E4745700000000164E5B608";"image";"xlink:href";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAACOCAYAAAD5NAC7AAAACXBIWXMAAAsTAAALEwEAmpwYAAAK...";"x";155;"y";2250;"width";128;"height";142"000000010E4745700000000164E5B608";"image";"xlink:href";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAIAAAACOCAYAAAD5NAC7AAAACXBIWXMAAAsTAAALEwEAmpwYAAAK...";"x";155;"y";2250;"width";128;"height";142	0	274567	14
274570	2025-05-19T15:50:29.535	14	14	6	1	1525		0	274569	0
274571	2025-05-19T15:50:29.535	14	14	5	2	SVG_New_embedded_image		20	274498	149
274573	2025-05-19T15:50:29.535	14	14	5	1	274	Ref_EnrRef_Enr	0	274572	0
274575	2025-05-19T15:50:29.535	14	14	5	1	227	Ref_Enr;58;1Ref_Enr;58;1	0	274574	0
274577	2025-05-19T15:50:29.535	14	14	5	1	274	Ref_EnrRef_Enr	0	274576	0
274579	2025-05-19T15:50:29.535	14	14	5	1	274	Ref_Enr2Ref_Enr2	0	274578	0
274581	2025-05-19T15:50:29.535	14	14	5	1	227	Ref_Enr2;58;1Ref_Enr2;58;1	0	274580	0
274583	2025-05-19T15:50:29.536	14	14	5	1	274	Ref_Enr2Ref_Enr2	0	274582	0
274585	2025-05-19T15:50:29.536	14	14	5	1	243	[Cave][Cave]	0	274584	0
